Make,Model,Total.Injuries
Cessna,172RG/A,2.0
Cessna,172RGII,0.0
Cessna,172S,72.0
Cessna,172SP,6.0
Cessna,172XP,11.0
Cessna,175,97.0
Cessna,175-235,0.0
Cessna,175A,27.0
Cessna,175B,22.0
Cessna,175C,6.0
Cessna,175K,0.0
Cessna,177,251.0
Cessna,177 RG,15.0
Cessna,177-A,2.0
Cessna,177-RG,2.0
Cessna,177A,27.0
Cessna,177B,122.0
Cessna,177BII,5.0
Cessna,177RG,198.0
Cessna,177RGII,4.0
Cessna,177XP,0.0
Cessna,17OA,0.0
Cessna,180,202.0
Cessna,180 A,0.0
Cessna,180 B,0.0
Cessna,180 H,0.0
Cessna,180-A,0.0
Cessna,180-H,0.0
Cessna,180-J,0.0
Cessna,180-L,0.0
Cessna,180A,11.0
Cessna,180B,18.0
Cessna,180C,2.0
Cessna,180D,2.0
Cessna,180E,3.0
Cessna,180F,8.0
Cessna,180G,12.0
Cessna,180H,47.0
Cessna,180J,27.0
Cessna,180K,32.0
Cessna,180K II,0.0
Cessna,180L,0.0
Cessna,180M,0.0
Cessna,180R,0.0
Cessna,182,333.0
Cessna,182 E,0.0
Cessna,182 P,1.0
Cessna,182 RG,5.0
Cessna,182-A,1.0
Cessna,182-C,0.0
Cessna,182-D,0.0
Cessna,182-E,0.0
Cessna,182-F,4.0
Cessna,182-K,4.0
Cessna,182-M,0.0
Cessna,182-P,1.0
Cessna,182-Q,0.0
Cessna,182-R,1.0
Cessna,182-RG,0.0
Cessna,182A,144.0
Cessna,182B,88.0
Cessna,182BTW,0.0
Cessna,182C,57.0
Cessna,182D,35.0
Cessna,182E,64.0
Cessna,182F,63.0
Cessna,182G,66.0
Cessna,182H,61.0
Cessna,182J,61.0
Cessna,182K,42.0
Cessna,182L,69.0
Cessna,182M,40.0
Cessna,182N,62.0
Cessna,182P,282.0
Cessna,182P II,2.0
Cessna,182P-SYLANE,0.0
Cessna,182Q,185.0
Cessna,182Q II,4.0
Cessna,182QII,0.0
Cessna,182R,95.0
Cessna,182R II,0.0
Cessna,182RG,35.0
Cessna,182RG II,0.0
Cessna,182RII,2.0
Cessna,182S,23.0
Cessna,182T,10.0
Cessna,182TD,0.0
Cessna,182TR,1.0
Cessna,182U,0.0
Cessna,183P,0.0
Cessna,185,133.0
Cessna,185 FII,0.0
Cessna,185 SKYWAGON,0.0
Cessna,185-A,0.0
Cessna,185-E,0.0
Cessna,185-F,4.0
Cessna,185-F II,0.0
Cessna,185A,5.0
Cessna,185B,3.0
Cessna,185C,2.0
Cessna,185D,2.0
Cessna,185E,19.0
Cessna,185F,49.0
Cessna,185FII,2.0
Cessna,188,29.0
Cessna,188-230,0.0
Cessna,188-A,0.0
Cessna,188-B,0.0
Cessna,188/B,0.0
Cessna,188A,10.0
Cessna,188B,25.0
Cessna,188C,0.0
Cessna,188D,0.0
Cessna,188T,0.0
Cessna,190,10.0
Cessna,195,38.0
Cessna,195 B,0.0
Cessna,195A,13.0
Cessna,195B,8.0
Cessna,201A,0.0
Cessna,205,59.0
Cessna,205A,3.0
Cessna,205C,4.0
Cessna,206,174.0
Cessna,206-5,0.0
Cessna,206-F,0.0
Cessna,206A,1.0
Cessna,206B,0.0
Cessna,206C,17.0
Cessna,206D,0.0
Cessna,206E,0.0
Cessna,206F,3.0
Cessna,206G,15.0
Cessna,206H,11.0
Cessna,206T,2.0
Cessna,206U,0.0
Cessna,207,141.0
Cessna,207-A,2.0
Cessna,207A,72.0
Cessna,208,109.0
Cessna,208 Caravan,0.0
Cessna,208A,6.0
Cessna,208B,298.0
Cessna,210,150.0
Cessna,210 5,3.0
Cessna,210 5(205),0.0
Cessna,210 D,0.0
Cessna,210 NII,0.0
Cessna,210-5,7.0
Cessna,210-5 (205),6.0
Cessna,210-5(205),9.0
Cessna,210-5A,4.0
Cessna,210-M,2.0
Cessna,210A,13.0
Cessna,210B,34.0
Cessna,210C,5.0
Cessna,210D,32.0
Cessna,210E,24.0
Cessna,210F,12.0
Cessna,210G,16.0
Cessna,210H,16.0
Cessna,210J,9.0
Cessna,210K,21.0
Cessna,210L,121.0
Cessna,210M,66.0
Cessna,210MII,0.0
Cessna,210N,59.0
Cessna,210N II,0.0
Cessna,210P,0.0
Cessna,210T,1.0
Cessna,21OK,1.0
Cessna,21ON,3.0
Cessna,303,1.0
Cessna,304A,1.0
Cessna,305,4.0
Cessna,305 (L-19),0.0
Cessna,305 A,1.0
Cessna,305-A,0.0
Cessna,305-C,0.0
Cessna,305-L-19,0.0
Cessna,305/L-19,0.0
Cessna,305A,27.0
Cessna,305A (L-19),2.0
Cessna,305A(0-1A),0.0
Cessna,305B,0.0
Cessna,305C,4.0
Cessna,305E,3.0
Cessna,31,0.0
Cessna,310,66.0
Cessna,310-D,0.0
Cessna,310-H,0.0
Cessna,310-J,0.0
Cessna,310-L,0.0
Cessna,310-R,0.0
Cessna,310A,0.0
Cessna,310B,0.0
Cessna,310C,28.0
Cessna,310D,28.0
Cessna,310E,0.0
Cessna,310F,7.0
Cessna,310G,14.0
Cessna,310H,21.0
Cessna,310I,27.0
Cessna,310II,0.0
Cessna,310J,13.0
Cessna,310K,29.0
Cessna,310L,15.0
Cessna,310M,2.0
Cessna,310N,36.0
Cessna,310P,13.0
Cessna,310Q,75.0
Cessna,310R,121.0
Cessna,310R-II,1.0
Cessna,310RII,0.0
Cessna,31OQ,1.0
Cessna,320,16.0
Cessna,320-D,1.0
Cessna,320-F,1.0
Cessna,320A,2.0
Cessna,320B,10.0
Cessna,320C,12.0
Cessna,320D,26.0
Cessna,320E,24.0
Cessna,320F,7.0
Cessna,320Q,1.0
Cessna,335,16.0
Cessna,336,5.0
Cessna,336A,5.0
Cessna,337,53.0
Cessna,337 B,0.0
Cessna,337A,8.0
Cessna,337A-RG,0.0
Cessna,337B,12.0
Cessna,337C,9.0
Cessna,337D,9.0
Cessna,337E,3.0
Cessna,337F,5.0
Cessna,337G,40.0
Cessna,337H,3.0
Cessna,337T,0.0
Cessna,33TC,0.0
Cessna,340,64.0
Cessna,340-A,0.0
Cessna,340A,108.0
Cessna,340A-RAM VI,0.0
Cessna,340R,0.0
Cessna,340X,3.0
Cessna,401,41.0
Cessna,401A,18.0
Cessna,401B,13.0
Cessna,402,37.0
Cessna,402 B,0.0
Cessna,402 S/N 402B1031,0.0
Cessna,402-B,1.0
Cessna,402-C,2.0
Cessna,402A,27.0
Cessna,402B,159.0
Cessna,402B TS,0.0
Cessna,402C,120.0
Cessna,404,64.0
Cessna,404 II,0.0
Cessna,411,32.0
Cessna,411A,10.0
Cessna,414,129.0
Cessna,414 Riley Super-8,3.0
Cessna,414-8,3.0
Cessna,414A,57.0
Cessna,421,71.0
Cessna,421-C,3.0
Cessna,421A,30.0
Cessna,421B,129.0
Cessna,421C,182.0
Cessna,421C Riley Turbine E,5.0
Cessna,425,44.0
Cessna,441,50.0
Cessna,500,30.0
Cessna,501,27.0
Cessna,501SP,0.0
Cessna,50M,0.0
Cessna,510,2.0
Cessna,525,21.0
Cessna,525A,5.0
Cessna,525B,0.0
Cessna,550,61.0
Cessna,550 Bravo,0.0
Cessna,551,9.0
Cessna,551 (Citation II),0.0
Cessna,552,0.0
Cessna,560,24.0
Cessna,560 XL,0.0
Cessna,560XL,0.0
Cessna,650,3.0
Cessna,650-0220,0.0
Cessna,680,0.0
Cessna,750,0.0
Cessna,A 152,0.0
Cessna,A 188 A,0.0
Cessna,A-152,1.0
Cessna,A-185-F,1.0
Cessna,A-185E,0.0
Cessna,A-185F,4.0
Cessna,A-185F II,0.0
Cessna,A-188,2.0
Cessna,A-188-B,0.0
Cessna,A-188B,3.0
Cessna,A-37A,1.0
Cessna,A150,4.0
Cessna,A150K,19.0
Cessna,A150K AEROBAT,0.0
Cessna,A150L,26.0
Cessna,A150M,13.0
Cessna,A150N,0.0
Cessna,A152,24.0
Cessna,A152AEROBAT,0.0
Cessna,A185,32.0
Cessna,A185-F,0.0
Cessna,A185E,32.0
Cessna,A185F,151.0
Cessna,A185F-II,0.0
Cessna,A185H,0.0
Cessna,A188,13.0
Cessna,A188-B,0.0
Cessna,A188A,4.0
Cessna,A188B,115.0
Cessna,A188D,1.0
Cessna,AT188B,3.0
Cessna,C 182,0.0
Cessna,C 525,0.0
Cessna,C-114A,5.0
Cessna,C-140,0.0
Cessna,C-140A,0.0
Cessna,C-150,3.0
Cessna,C-150G,2.0
Cessna,C-150H,2.0
Cessna,C-150J,0.0
Cessna,C-150K,0.0
Cessna,C-150L,0.0
Cessna,C-150M,1.0
Cessna,C-152,9.0
Cessna,C-152 II,1.0
Cessna,C-152-II,2.0
Cessna,C-152A,2.0
Cessna,C-152T,0.0
Cessna,C-170,0.0
Cessna,C-170A,0.0
Cessna,C-170B,0.0
Cessna,C-172,5.0
Cessna,C-172-N,0.0
Cessna,C-172F,1.0
Cessna,C-172G,7.0
Cessna,C-172M,5.0
Cessna,C-172N,8.0
Cessna,C-172P,0.0
Cessna,C-172R,1.0
Cessna,C-172RG,0.0
Cessna,C-172S,0.0
Cessna,C-177,0.0
Cessna,C-177B,1.0
Cessna,C-177RG,4.0
Cessna,C-180,0.0
Cessna,C-180-H,0.0
Cessna,C-180D,5.0
Cessna,C-180E,0.0
Cessna,C-180J,0.0
Cessna,C-182,4.0
Cessna,C-182A,0.0
Cessna,C-182E,1.0
Cessna,C-182J,0.0
Cessna,C-182K,0.0
Cessna,C-182N,2.0
Cessna,C-182P,0.0
Cessna,C-182Q,3.0
Cessna,C-185,1.0
Cessna,C-185-D,2.0
Cessna,C-185A,0.0
Cessna,C-185E,1.0
Cessna,C-185F,0.0
Cessna,C-188,1.0
Cessna,C-195,0.0
Cessna,C-206,2.0
Cessna,C-207,4.0
Cessna,C-207A,5.0
Cessna,C-208 Caravan,1.0
Cessna,C-210,1.0
Cessna,C-210G,0.0
Cessna,C-210L,2.0
Cessna,C-210N,1.0
Cessna,C-303,0.0
Cessna,C-305A,1.0
Cessna,C-310B,1.0
Cessna,C-310Q,6.0
Cessna,C-310R,0.0
Cessna,C-336,0.0
Cessna,C-337C,2.0
Cessna,C-340A,3.0
Cessna,C-37,1.0
Cessna,C-377A,3.0
Cessna,C-402,0.0
Cessna,C-402B,2.0
Cessna,C-425,0.0
Cessna,C-A150L,1.0
Cessna,C-A185F,0.0
Cessna,C-T188C,0.0
Cessna,C-T210,0.0
Cessna,C-T210N,0.0
Cessna,C-U206B,0.0
Cessna,C140,0.0
Cessna,C150,2.0
Cessna,C152,0.0
Cessna,C152 II,0.0
Cessna,C170A,4.0
Cessna,C172,5.0
Cessna,C172F,0.0
Cessna,C172M,0.0
Cessna,C172N,5.0
Cessna,C172P,6.0
Cessna,C172R,0.0
Cessna,C172S,0.0
Cessna,C175,1.0
Cessna,C175A,0.0
Cessna,C177B,0.0
Cessna,C180A,0.0
Cessna,C182,0.0
Cessna,C182A,1.0
Cessna,C182Q,0.0
Cessna,C182R,1.0
Cessna,C188,0.0
Cessna,C190,0.0
Cessna,C195A,0.0
Cessna,C205,0.0
Cessna,C206,3.0
Cessna,C207,0.0
Cessna,C208,7.0
Cessna,C208B,0.0
Cessna,C208B Caravan,0.0
Cessna,C210P,0.0
Cessna,C305A,1.0
Cessna,C310R,0.0
Cessna,C337,1.0
Cessna,C340,0.0
Cessna,C340A,0.0
Cessna,C441,0.0
Cessna,CE-152,0.0
Cessna,CE-172M,0.0
Cessna,CE-172P,0.0
Cessna,CE-180,0.0
Cessna,CE-180-A,0.0
Cessna,CE-182-A,1.0
Cessna,CE-206,0.0
Cessna,CE-208,12.0
Cessna,CE-421C,0.0
Cessna,CE-500,2.0
Cessna,CE-550,0.0
Cessna,CE-560,2.0
Cessna,CE500,0.0
Cessna,CESSNA 441,0.0
Cessna,CESSNA R182,0.0
Cessna,CITATION 550,0.0
Cessna,CITATION SII,0.0
Cessna,CJ525,0.0
Cessna,CL60,0.0
Cessna,Citation,0.0
Cessna,Citation 500,0.0
Cessna,Citation 510,0.0
Cessna,Citation 525,0.0
Cessna,Citation 560,0.0
Cessna,Citation 650,0.0
Cessna,Citation C-750,0.0
Cessna,CitationJET (525),0.0
Cessna,CitationJet 2,118.0
Cessna,Conquest,0.0
Cessna,E162,3.0
Cessna,Ector 305A,1.0
Cessna,F-406,1.0
Cessna,F172,2.0
Cessna,F172N,4.0
Cessna,FA150K,0.0
Cessna,FR-172J,1.0
Cessna,FR172,2.0
Cessna,K172R,4.0
Cessna,L-188,0.0
Cessna,L-19,1.0
Cessna,L-19A,0.0
Cessna,L-19E,7.0
Cessna,L19,1.0
Cessna,M337B (O-2A),4.0
Cessna,O-2A,0.0
Cessna,O337F,0.0
Cessna,P-206C,3.0
Cessna,P-210,0.0
Cessna,P-210N,6.0
Cessna,P172D,3.0
Cessna,P206,34.0
Cessna,P206 S/N P206-0009,6.0
Cessna,P206-B,1.0
Cessna,P206A,5.0
Cessna,P206B,26.0
Cessna,P206C,15.0
Cessna,P206D,3.0
Cessna,P210,22.0
Cessna,P210N,202.0
Cessna,P210N II,1.0
Cessna,P210R,10.0
Cessna,P21O,0.0
Cessna,P337,2.0
Cessna,P337H,9.0
Cessna,R-172-K,1.0
Cessna,R-182,1.0
Cessna,R-182RG,1.0
Cessna,R172,4.0
Cessna,R172-E,4.0
Cessna,R172-K,0.0
Cessna,R172E,15.0
Cessna,R172E (T-41C),0.0
Cessna,R172HP,5.0
Cessna,R172K,78.0
Cessna,R172K II,3.0
Cessna,R182,78.0
Cessna,R182RG,2.0
Cessna,R182RG II,0.0
Cessna,S-550,0.0
Cessna,S550,3.0
Cessna,Skyhawk 172,0.0
Cessna,T 188C,0.0
Cessna,T-188,0.0
Cessna,T-188-C,0.0
Cessna,T-188C,3.0
Cessna,T-206,0.0
Cessna,T-207,2.0
Cessna,T-207A,1.0
Cessna,T-210,7.0
Cessna,T-210-J,3.0
Cessna,T-210-L,0.0
Cessna,T-210-M,8.0
Cessna,T-210-N,0.0
Cessna,T-210-NII,1.0
Cessna,T-210F,1.0
Cessna,T-210G,1.0
Cessna,T-210J,2.0
Cessna,T-210L,3.0
Cessna,T-210M,5.0
Cessna,T-210N,13.0
Cessna,T-310P,2.0
Cessna,T-337 G-P,2.0
Cessna,T-337-B,2.0
Cessna,T-337-D,0.0
Cessna,T-337C,0.0
Cessna,T-337D,0.0
Cessna,T-337E,0.0
Cessna,T-337G-P,0.0
Cessna,T-337H,1.0
Cessna,T-37B,2.0
Cessna,T-41B,1.0
Cessna,T-41B (R-172E),2.0
Cessna,T-50,1.0
Cessna,T-R182RG,0.0
Cessna,T172N,1.0
Cessna,T182,9.0
Cessna,T182RG,2.0
Cessna,T182T,12.0
Cessna,T188,4.0
Cessna,T188-C,1.0
Cessna,T188C,31.0
Cessna,T188L,0.0
Cessna,T206,4.0
Cessna,T206F,1.0
Cessna,T206H,18.0
Cessna,T207,14.0
Cessna,T207 A,2.0
Cessna,T207A,39.0
Cessna,T210,51.0
Cessna,T210 L,2.0
Cessna,T210-F,1.0
Cessna,T210-H,2.0
Cessna,T210-L,1.0
Cessna,T210-M,5.0
Cessna,T210C,0.0
Cessna,T210F,19.0
Cessna,T210G,16.0
Cessna,T210H,8.0
Cessna,T210J,11.0
Cessna,T210K,18.0
Cessna,T210L,214.0
Cessna,T210M,166.0
Cessna,T210N,276.0
Cessna,T210N II,1.0
Cessna,T210NII,0.0
Cessna,T210R,15.0
Cessna,T21OL,6.0
Cessna,T21OM,0.0
Cessna,T21OR,0.0
Cessna,T303,39.0
Cessna,T303A,0.0
Cessna,T310,1.0
Cessna,T310P,3.0
Cessna,T310Q,2.0
Cessna,T310R,20.0
Cessna,T337,4.0
Cessna,T337B,5.0
Cessna,T337C,6.0
Cessna,T337D,5.0
Cessna,T337E,8.0
Cessna,T337G,40.0
Cessna,T337H,5.0
Cessna,T337HPII,1.0
Cessna,T37B,2.0
Cessna,T50-A17,2.0
Cessna,TC206G,1.0
Cessna,TP206,2.0
Cessna,TP206A,2.0
Cessna,TP206B,1.0
Cessna,TP206D,0.0
Cessna,TR 182,3.0
Cessna,TR-182,7.0
Cessna,TR-182RG,1.0
Cessna,TR182,83.0
Cessna,TR182 II,0.0
Cessna,TR182RG,2.0
Cessna,TR182RG II,0.0
Cessna,TRI82,3.0
Cessna,TU 206F,1.0
Cessna,TU 206G,0.0
Cessna,TU-206,4.0
Cessna,TU-206-G,6.0
Cessna,TU-206A,0.0
Cessna,TU-206E,2.0
Cessna,TU-206F,14.0
Cessna,TU-206G,9.0
Cessna,TU206,6.0
Cessna,TU206 G,1.0
Cessna,TU206-F,2.0
Cessna,TU206-G,3.0
Cessna,TU206A,1.0
Cessna,TU206B,4.0
Cessna,TU206C,4.0
Cessna,TU206D,5.0
Cessna,TU206E,0.0
Cessna,TU206F,37.0
Cessna,TU206G,69.0
Cessna,Turbo Centurion T210,0.0
Cessna,U-206,1.0
Cessna,U-206-GII,0.0
Cessna,U-206B,0.0
Cessna,U-206C,3.0
Cessna,U-206E,0.0
Cessna,U-206F,2.0
Cessna,U-206FG,4.0
Cessna,U-206G,9.0
Cessna,U-3A,1.0
Cessna,U206,85.0
Cessna,U206 G,6.0
Cessna,U206-C,0.0
Cessna,U206-F,2.0
Cessna,U206-G,1.0
Cessna,U2061,2.0
Cessna,U206A,6.0
Cessna,U206B,13.0
Cessna,U206C,8.0
Cessna,U206D,0.0
Cessna,U206E,20.0
Cessna,U206F,85.0
Cessna,U206G,158.0
Cessna,U206G II,1.0
Cessna,U206P,5.0
Cessna,Unknown,2.0
Cessna Aircraft Co.,162,1.0
Cessna Aircraft Company,162 LSA,2.0
Cessna Aircraft Company,172RG,0.0
Cessna Aircraft Company,510,3.0
Cessna Ector,305A,2.0
Cessna Reems,F172,4.0
Cessna Robertson,337A,3.0
Cessna Skyhawk II,172N,2.0
Cessna Soloy,TU206G,3.0
Cessna Wren,182G-460,4.0
Cgs,HAWK,3.0
Cgs Aviation,HAWK,3.0
Cgs Aviation,HAWK B,1.0
Cgs Aviation,Hawk Two Place Arrow,1.0
Chadwick,STITTS SA-3A,1.0
Challenger,II,12.0
Challenger,II CW,0.0
Challenger Ii,BOMBADIER,2.0
Chamberlain,KR-1,1.0
Chamberlain,LONG EZ,0.0
Chamberlain,VIKING DRAGONFLY,2.0
Chamberlain,Vans RV6,1.0
Chambers,C1C,1.0
Champion,&GCBC,0.0
Champion,11BC-S,1.0
Champion,402,1.0
Champion,7-GCAA,0.0
Champion,7-GCB,1.0
Champion,7-GCBC,2.0
Champion,7AC,7.0
Champion,7AC/BCM,1.0
Champion,7BCM,2.0
Champion,7CCM,2.0
Champion,7E6A,1.0
Champion,7EC,35.0
Champion,7ECA,86.0
Champion,7ECA-326,2.0
Champion,7FC,15.0
Champion,7GBC,0.0
Champion,7GC,1.0
Champion,7GCA,2.0
Champion,7GCAA,26.0
Champion,7GCB,5.0
Champion,7GCBA,0.0
Champion,7GCBC,20.0
Champion,7GCG,2.0
Champion,7HC,6.0
Champion,7KCAB,32.0
Champion,8GCBC,7.0
Champion,8KCAB,7.0
Champion,AERONCA 7CCM,0.0
Champion,AERONCA 7DC,0.0
Champion,AERONCA 7FC,0.0
Champion,AERONCA 7GC,2.0
Champion,AERONCA 7GCB,2.0
Champion,AERONCA TL,0.0
Champion,Aeronca 7BCM,1.0
Champion,BELLANCA 7GCAA,0.0
Champion,BL-7-GCBC,2.0
Champion,CITABRIA 7-GCBC,1.0
Champion,CITABRIA 7GCBC,4.0
Champion,Citabria,3.0
Champion,GLASTAR,2.0
Champion,S-150,0.0
Chance Vought,F4U,0.0
Chance Vought,F4U-4,5.0
Chance Vought,F4U-5,3.0
Chance Vought,F4U-7,2.0
Chang,RV-10,0.0
Chappel,RATSREPUS 300,1.0
Chapuis,SPEZIO SPORT,0.0
Chard,RV-3A,1.0
Charles,Lancair 320,1.0
Charles,War F4V,0.0
Charles C. Gillis,Pitts S2S,0.0
Charles Holmes,KITFOX XL,0.0
Charles J. Keuthan,ZEPHYR II,1.0
Charles Maxted,RV6,0.0
Charles Peet,Zenith CH 701,1.0
"Charles Raucci, Jr.",FIREBOLT,1.0
Charles Raymond,GLASAIR 2SFT,0.0
Charles S.hatchette,QUICKIE Q2,0.0
Charles T. Brietigam,RV-4,1.0
Chech Aircraft Works SPOL SRO,CH 601 XL RTF,1.0
Chek,Avid Mark IV,0.0
Cheney,AVID FLYER,0.0
Cherkas,Murphy Rebel,0.0
Cherry,HP16,1.0
Chester,GLASAIR RG,2.0
"Chevrier, Armand",J-3K,0.0
Childs,360,1.0
Chilian,KITFOX 1200 IV,1.0
Chinese A/f Aero Ind Dev Ctr,PL-1B,0.0
Chinook Plus 2,A13-SWB,2.0
Chomo,EAA Biplane B1,1.0
Chrapczynski,M1 Midget Mustang,0.0
Chris Mitchell,TITAN TORNADO,1.0
Chris W Kleen,RV-6,0.0
Christavia,MK1,1.0
Christen,A-1,2.0
Christen Eagle,STALLINS 195,1.0
Christen Industries,A-1,11.0
Christen Industries,A-1 HUSKY,1.0
Christen Industries,A1,0.0
Christen Industries,A1B,0.0
Christen Industries,EAGLE II,8.0
Christen Industries,Eagle II,1.0
Christen Industries,HUSKY,0.0
Christen Industries,Husky A-1,0.0
Christen Industries,PITTS,0.0
Christen Industries,PITTS S-2B,4.0
Christen Industries,PITTS S1-T,1.0
Christen Industries,PITTS S2B,2.0
Christen Industries,Pitts S-2A,2.0
Christen Industries,Pitts S-2B,4.0
Christen Industries,S-2B,3.0
Christen Industries,S2B,2.0
Christen Industries Inc.,A-1,2.0
"Christen Industries, Inc.",A-1,0.0
Christen/walter,CHRISTEN EAGLE II,2.0
Christer,Vans RV9-A,1.0
Christian,EAGLE II,2.0
Christian,QUICKSILVER,2.0
Christian,Rans S-12,0.0
Christian Ind.,EAGLE II,2.0
Christopher Coats,CHALLENGER II,0.0
Christopher D. Brown,GYROPLANE,1.0
Christopher John P,CHR-1,0.0
Christopher Norris,Glasair III,1.0
Chumsae,Kitfox Speedster,0.0
Cianchette,LIONHEART,0.0
Ciernia,GLASAIR III,0.0
Ciernia,GLASAIR-III,0.0
Cirrus,SF50,0.0
Cirrus,SR-20,0.0
Cirrus,SR-22,5.0
Cirrus,SR20,4.0
Cirrus,SR22,59.0
Cirrus,STANDARD CIRRUS,1.0
Cirrus,VK30,1.0
Cirrus Design,SR-22,0.0
Cirrus Design,SR20,3.0
Cirrus Design,SR22,2.0
Cirrus Design Corp,SR20,5.0
Cirrus Design Corp,SR22,2.0
Cirrus Design Corp,SR22 G2,1.0
Cirrus Design Corp,SR22-GTS,0.0
Cirrus Design Corp.,SR 20,1.0
Cirrus Design Corp.,SR-20,15.0
Cirrus Design Corp.,SR-22,13.0
Cirrus Design Corp.,SR20,16.0
Cirrus Design Corp.,SR22,38.0
Cirrus Design Corp.,STANDARD,1.0
Cirrus Design Corporation,SR-20,1.0
Cirrus Design Corporation,SR-22,4.0
Cirrus Design Corporation,SR20,0.0
Cirrus Design Corporation,SR22,9.0
Cirrus Klappmeier,CIRRUS VF-30,0.0
Citabria,7GCBC,0.0
Citabria,8GCBC,0.0
Clamar Floats INC,CA-4,1.0
Clancy,SKYBABY,1.0
Clapp,KR-2,2.0
Clarence F. Callahan,Challenger II,1.0
Clark,Aerosport Scamp,1.0
Clark,BARNETT J4B2,1.0
Clark,CGS HAWK,1.0
Clark,KitFox IV,3.0
Clark,PITTS S1X,1.0
Clark,RV-6A,1.0
Clark,SUPER Q2,1.0
Clark,T Bird II,2.0
Clark,Vans RV8,1.0
Clark/loken,Christen Eagle II,0.0
Clarke,YAK 3UR 2000,2.0
Clarke Colin,Glastar,0.0
Clarke Colin A,Glastar,0.0
Clarks Pitt Special,S1S,0.0
Classic Aircraft Corp,WACO YMF,0.0
Classic Aircraft Corp,Waco YMF-5,3.0
Classic Aircraft Corp.,S-51D,1.0
Classic Aircraft Corp.,WACO,1.0
Classic Aircraft Corp.,WACO YMF,0.0
Classic Aircraft Corp.,WACO YMF-5,4.0
Classic Aircraft Corp.,WACO YMF5,1.0
Classic Aircraft Corp.,Waco YMF,1.0
Classic Aircraft Corp.,YMF,0.0
Classic Aircraft Corp.,YMF-5,3.0
Classic Aircraft Corp.,YMF5,0.0
Classic Fighter Industries,ME-262 Reproduction,0.0
Clatanoff,ROTORWAY EXEC,1.0
Clatti,FOCKE-WULF-190,1.0
Claude E. Merrin,ZENAIR STOL CH-701,1.0
Claxton,S-12,1.0
Claypool,RV-6A,1.0
Clearwaters,RAF 2000,2.0
Cleberg,Sportsman 2+2 GS-2,0.0
Clement,Zenith Zodiac CH601,1.0
Clement-kazmierczak,Sorrell SNS-7,0.0
Cleveland,PIEL EMERAUDE CP-304,1.0
Cleveland Orson,Starduster II SA-300,0.0
Clifford,Titan Tornado II,1.0
Clifton Dixon,POLLIWAGEN,1.0
Clopton Aero Llc,Aerocomp Compair 7SL,1.0
Close,Air Command,2.0
Cloud,MA-5 CHARGER,2.0
Cloud-wag Aero,Sportsmen,0.0
Cloutier,SCORPION 133,1.0
Clunis,LONG EZ,0.0
Clutton Eric,Fred S1,0.0
Clyde K Carrier,Team 1400Z,1.0
Clyde L. King,OSPREY II,0.0
Cobb International,Rotorway Exec 90,2.0
Cobb Intl,EXEC 90,0.0
Cocchi,LANCAIR 320,1.0
Cocchiarella,BUCCANEER II,1.0
Cocks,STARDUSTER SA-300,1.0
Codding/fluno,Sportsman GS-2,0.0
Coelho,RV4,0.0
Coen,BENSON B8,1.0
Cohen,VAN'S RV-6,0.0
Colburn,Murphy Rebel,1.0
Coleman,LANCAIR IV P,0.0
"Colgate, Henry A.",FS21000,1.0
Collard,Dragonfly,1.0
Collette,GLASSAIR III,1.0
Collette,RV6,0.0
Colliander,RV-8,2.0
Collier,Q200,1.0
Collier,Quickie,0.0
Collin Campbell,ZIPPY SPORT,1.0
Collins,FISHER FP-202,1.0
Collins Charles A,KR-2,2.0
Colman,BD-4,1.0
Colonial,C-1,3.0
Colonial,C-2,1.0
Colson/goodbread,Rans S-12,1.0
Coltrin,RV-6,0.0
Columbia,350,0.0
Columbia,LC41-550FG,0.0
Columbia,LC42-550FG,0.0
Columbia,XJ-7,0.0
Columbia Aircraft,LC41-550FG,0.0
Columbia Aircraft Mfg,LC42-550FG,3.0
Columbia Aircraft Mfg.,LC41-550FG,0.0
Columbia Helicopters,CH-47D,2.0
Colvin,KITFOX II,1.0
Colyaer SL,Freedom S100,2.0
Comben,BOWERS FLYBABY IA,1.0
Comeau,AVID FLYER,1.0
Comeaux,KITFOX 1,0.0
Commander,112TC,33.0
Commander,114,6.0
Commander,114-B,9.0
Commander,114B,3.0
Commander,114TC,1.0
Commander,AC-680,0.0
Commander,C3C,1.0
Commander Aircraft,114TC,1.0
Commander Aircraft Company,114-B,2.0
Commens,MIDGET MUSTANG I,1.0
Commings,VARI EZE,0.0
Commonwealth,185,7.0
Commonwealth,REARWIN 185,0.0
Comp Air Inc. (Plambeck),CA8,1.0
Composite Aircraft Mfg Co.,COZY,0.0
Concept,70,0.0
Condor,150L,1.0
Condor,II,2.0
Condor,III,0.0
Condor Aircraft,CONDOR III,2.0
Condor Ii,SPECIAL,1.0
Cone,QUESTAIR VENTURE,2.0
Conkey/wapelhorst,LANCAIR 235,0.0
Conn,ONE DESIGN,1.0
Conn,SONERAI II,1.0
Conn,Vans RV-4,1.0
Connell,KITFOX,0.0
Conner,KR-2,1.0
Conover's,STEEN SKYBOLT,1.0
Conrad,PULSAR 582,0.0
Conrad Menzel,SA-300 STARDUSTER,0.0
Consolidated Aero,LA-4-200,0.0
Consolidated Aeronautics Inc.,LA-4,0.0
Consolidated Aeronautics Inc.,LA-4-200,5.0
Consolidated Aeronautics Inc.,LAKE LA-4,1.0
